ParticipantIdentifier,Age,Low Start/High Start,Clump/Even,NativeSpeaker,EngAoA,Bilingual,Gender,WorkerType,TimeToCompletion,CompletionDate,R,Rmin,Rmax,dprime,dmin,dmax,AUROC,File,Task Condition,Fit type
APb1yHY02MDw6uIMXsGP,56,High Start,Even,1,unknown,0,female,turker,14,20/07/2020,3.48852372560851E-06,0,0.15,0.010823122105096,2.45460096298011E-05,0.208589286749809,0.503054563467785,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\APb1yHY02MDw6uIMXsGP_responses.xlsx,Sheet1,Conf
Rct1FlvnL4GIEejWhILy,30,High Start,Even,1,unknown,0,male,turker,18,20/07/2020,2.67175604556914E-15,0,0.05,1.6113281249974E-06,6.15472576720369E-07,0.056400527276485,0.500000167895692,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Rct1FlvnL4GIEejWhILy_responses.xlsx,Sheet1,Conf
f3pqb0lQCJ1KTNusVBCk,32,High Start,Even,1,unknown,0,male,turker,12,20/07/2020,0.145674022333378,0,0.45,0.397343713266939,1.42915362854815E-05,0.762821791917239,0.667351791908011,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\f3pqb0lQCJ1KTNusVBCk_responses.xlsx,Sheet1,Conf
d3ENGYqtS0M2cipB7IaN,34,High Start,Even,1,unknown,0,female,turker,14,20/07/2020,0.10048910795498,0.04,0.15,0.002364304189339,1.02003621289344E-05,0.452714688224498,0.550844174473501,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\d3ENGYqtS0M2cipB7IaN_responses.xlsx,Sheet1,Conf
yBx39cGei0nxtXOlVGVP,29,High Start,Even,1,unknown,1,other,turker,15,20/07/2020,0.426848844389718,0.35,0.5,0.541295501884059,0.055536129647207,1.07916045171083,0.79885162519737,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yBx39cGei0nxtXOlVGVP_responses.xlsx,Sheet1,Conf
yoKHdBstVQbTeCta1MWo,56,High Start,Even,1,unknown,0,male,turker,18,20/07/2020,0.426848844389718,0.35,0.5,0.541295501884059,0.055536129647207,1.07916045171083,0.79885162519737,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yBx39cGei0nxtXOlVGVP_responses.xlsx,Sheet1,Conf
vftJ9uoivugqTtm9pkgV,31,High Start,Even,1,unknown,0,male,turker,30,20/07/2020,0.515511556395597,0.4,0.6,0.837364530565428,0.218568307738778,1.35891047518772,0.865849821475183,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\vftJ9uoivugqTtm9pkgV_responses.xlsx,Sheet1,Conf
EXJFBqlx1netrbC8Jybc,30,High Start,Clump,1,unknown,1,male,turker,13,20/07/2020,0.043211945169342,0,0.4,0.445525106688401,3.7014053578244E-05,0.695937897204131,0.639895316161589,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\EXJFBqlx1netrbC8Jybc_responses.xlsx,Sheet1,Conf
ji68n8xaRYeYS8N5639V,29,High Start,Even,1,unknown,0,male,turker,35,20/07/2020,0.372506023633526,0.075,0.45,2.5433595777519,2.10966687198314,3.0131153318772,0.97737560389912,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\ji68n8xaRYeYS8N5639V_responses.xlsx,Sheet1,Conf
yOT21Il3PSr3kCXq1INt,28,High Start,Even,1,unknown,0,male,turker,22,20/07/2020,0.488846806776582,0,0.7,0.873413296398188,0.184736789603682,1.57009727381523,0.862795618042377,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yOT21Il3PSr3kCXq1INt_responses.xlsx,Sheet1,Conf
BhuXxSlAESArmyCtFEyf,45,High Start,Clump,1,unknown,0,male,turker,20,20/07/2020,0.403066151800416,0,0.5,0.073344419095452,1.74339655137685E-05,0.684163186432506,0.713877784126762,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\BhuXxSlAESArmyCtFEyf_responses.xlsx,Sheet1,Conf
fLVLDMAxrDiqOTRg1WYl,35,High Start,Clump,1,unknown,1,female,turker,26,20/07/2020,0.251974877844013,0,0.35,0.035338709360477,2.30707247381239E-05,0.519127409220579,0.633443278155416,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\fLVLDMAxrDiqOTRg1WYl_responses.xlsx,Sheet1,Conf
oXNCXYu9aEBTI5JwWCD7,44,High Start,Clump,1,unknown,0,female,turker,17,20/07/2020,0.123281962035503,0,0.25,0.443084554068683,0.081795387557133,0.792626249860744,0.669456578916206,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\oXNCXYu9aEBTI5JwWCD7_responses.xlsx,Sheet1,Conf
S8WNKUTTCGRcc2uVaWVc,39,High Start,Clump,1,unknown,0,female,turker,11,20/07/2020,0.275204474451129,0,0.4,1.00102223724958,0.513073313451077,1.55787467440662,0.82639267128116,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\S8WNKUTTCGRcc2uVaWVc_responses.xlsx,Sheet1,Conf
yeySjRDpegf6A34FEOqD,30,High Start,Clump,1,unknown,1,male,turker,16,20/07/2020,0.108229087037815,0,0.3,0.08833070832843,0,0.429260390544397,0.576320617608823,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yeySjRDpegf6A34FEOqD_responses.xlsx,Sheet1,Conf
Yq6e9q9jISR4v3NaktCc,39,High Start,Clump,1,unknown,1,female,turker,15,20/07/2020,0.067127806305416,0,0.3,0.359912350352812,2.5125197203796E-05,0.716169104509968,0.627265009561818,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Yq6e9q9jISR4v3NaktCc_responses.xlsx,Sheet1,Conf
F4Inj4dUN2p819y66FMy,28,High Start,Clump,1,unknown,0,male,turker,13,20/07/2020,0.122905976999344,0,0.45,1.03758101168661,0.454447761646871,1.38031831897283,0.796889535215161,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\F4Inj4dUN2p819y66FMy_responses.xlsx,Sheet1,Conf
NUQAq7JV6tCChSvLs3vh,43,High Start,Clump,1,unknown,0,male,turker,32,20/07/2020,9.76302372279747E-16,0,0.075,0.00103125,1.96951224550826E-05,0.217376039918539,0.500290623570602,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\NUQAq7JV6tCChSvLs3vh_responses.xlsx,Sheet1,Conf
bslCpghpkeRqiG5TypEt,30,High Start,Clump,1,unknown,0,female,turker,34,20/07/2020,6.39068312974686E-07,0,0.2,0.123519218626962,4.68375338513738E-17,0.363873519501606,0.534799887409707,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\bslCpghpkeRqiG5TypEt_responses.xlsx,Sheet1,Conf
lrPKptTVamKcCH2mt4sy,60,High Start,Clump,1,unknown,1,female,turker,18,20/07/2020,0.218397457172245,0,0.45,0.340157786343514,1.05281085855383E-05,0.771207760592314,0.683481523762499,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\lrPKptTVamKcCH2mt4sy_responses.xlsx,Sheet1,Conf
YsYXAMjuc43iFquHYefx,25,Low Start,Clump,1,unknown,1,male,turker,13,20/07/2020,0.012369326272197,0,0.2,6.77321513650855E-07,6.77321513650855E-07,0.256822736014561,0.506184561644326,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\YsYXAMjuc43iFquHYefx_responses.xlsx,Sheet1,Conf
rqm1IgfsGPrc6Y8VyP4R,30,Low Start,Clump,1,unknown,1,female,turker,25,20/07/2020,0.048970722024508,0,0.25,4.50812280179392E-07,4.50812280179392E-07,0.211222879335344,0.524485181267279,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\rqm1IgfsGPrc6Y8VyP4R_responses.xlsx,Sheet1,Conf
em3T90dauoSADClEIlLu,25,Low Start,Clump,1,unknown,0,male,turker,25,20/07/2020,0.042637999725452,0,0.15,1.06176892624026E-07,1.11485737255227E-07,0.200590151730192,0.521318729663768,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\em3T90dauoSADClEIlLu_responses.xlsx,Sheet1,Conf
9h0L5vT6bf7msMH7rpBb,46,Low Start,Clump,1,unknown,0,female,turker,17,20/07/2020,0.462252423750771,0.15,0.5,0.043118943439483,3.64998327415278E-05,0.590538731600499,0.737665768146936,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\9h0L5vT6bf7msMH7rpBb_responses.xlsx,Sheet1,Conf
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,exclusion: 40 people above 35 min,,,,,,,,,,,
Vj7GOPMiaXha1AwjaGVE,32,High Start,Even,1,unknown,1,female,turker,47,05/07/2020,0.587348931554137,0,0.7,2.55580641668425,2.07175150228344,3.36570516745247,0.985406981230599,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Vj7GOPMiaXha1AwjaGVE_responses.xlsx,Sheet1,Conf
Ngs2Jw9TrpxIqspW3EKg,37,Low Start,Even,1,unknown,0,female,turker,58,05/07/2020,0.494528555106557,0.05,0.5,1.29995279991469E-05,1.66533453693773E-15,1.8879967503117,0.74726570276774,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Ngs2Jw9TrpxIqspW3EKg_responses.xlsx,Sheet1,Conf
W6S1fJrUia28cHcleqUG,55,Low Start,Even,1,unknown,0,male,turker,45,05/07/2020,0.434074245545925,0,0.9,7.70740911982355,1.1685007718825,8.37066578202822,0.999999699092505,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\W6S1fJrUia28cHcleqUG_responses.xlsx,Sheet1,Conf
LuPPIbWPrkjYRwjYtL79,25,Low Start,Even,1,unknown,0,male,turker,40,05/07/2020,0.361928765017307,0,0.6,0.782571971995024,4.4619483211475E-05,1.43994498995221,0.814954077313996,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\LuPPIbWPrkjYRwjYtL79_responses.xlsx,Sheet1,Conf
JGeR1PaQq7n97hdGCmcw,62,High Start,Even,1,unknown,1,male,turker,63,05/07/2020,0.769704330160015,0.8,0.8,3.02013265987763E-05,2.60209912897159E-05,0.339277915707457,0.884853619861491,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\JGeR1PaQq7n97hdGCmcw_responses.xlsx,Sheet1,Conf
nkDhsoFTuRHSc7bd9MhC,27,High Start,Clump,1,unknown,0,male,turker,38,20/07/2020,0.209433123351385,0,0.4,0.29596928048375,1.14211734713435E-05,0.757102557875016,0.670243111387262,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\nkDhsoFTuRHSc7bd9MhC_responses.xlsx,Sheet1,Conf
TgUYhRTddiN36birod88,37,High Start,Even,1,unknown,0,male,turker,56,20/07/2020,0.076154475194843,0,0.25,0.11422310872912,1.04314093466613E-05,0.410944950651698,0.567812519063422,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\TgUYhRTddiN36birod88_responses.xlsx,Sheet1,Conf
pPDl4XuoVjfHh7fcQDQq,26,High Start,Even,0,10,1,male,turker,38,20/07/2020,0.78036905662177,0.6,0.8,0.311666769882358,0.000152908392452,1.5402694615266,0.90933888254466,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\pPDl4XuoVjfHh7fcQDQq_responses.xlsx,Sheet1,Conf
ldmenIg6FI6nHtIABVX2,51,High Start,Clump,1,unknown,1,male,turker,40,20/07/2020,0.591667277251286,0.6,0.6,1.63064270081448E-06,1.35960362991241E-06,0.242567409135661,0.795833370204489,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\ldmenIg6FI6nHtIABVX2_responses.xlsx,Sheet1,Conf
Lfv781sNINjgb0uteeJ7,38,High Start,Clump,1,unknown,0,female,turker,54,20/07/2020,0.241958715808284,0,0.5,0.249173404101807,3.39007074684696E-05,0.802430695387852,0.67398776222041,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Lfv781sNINjgb0uteeJ7_responses.xlsx,Sheet1,Conf
35dAEhLbJITN0UNcxYTm,25,Low Start,Even,1,unknown,0,female,turker,85,20/07/2020,0.021212227780732,0,0.075,0.191020082324463,3.74845511611636E-05,0.458094482977755,0.563188618921059,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\35dAEhLbJITN0UNcxYTm_responses.xlsx,Sheet1,Conf
uE8Vx0FQANiJLgPkWV5D,42,Low Start,Clump,1,unknown,0,male,turker,45,20/07/2020,0.321885035272731,0.25,0.4,2.05228145660615E-07,3.51009774916577E-07,0.270758147400739,0.660942177974686,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\uE8Vx0FQANiJLgPkWV5D_responses.xlsx,Sheet1,Conf
HVwPP1S1hKGJdqPluo0O,32,Low Start,Clump,1,unknown,0,male,turker,41,20/07/2020,0.529221967514856,0.15,0.6,0.788820326632951,0.116589162996449,1.56891243607025,0.864181545478996,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\HVwPP1S1hKGJdqPluo0O_responses.xlsx,Sheet1,Conf
Dnefkqq8eFvwxGpXu9AO,32,Low Start,Clump,1,unknown,0,male,turker,37,20/07/2020,0.468980102255337,0.45,0.5,0.362761160149001,3.65037919617312E-05,0.857210809450546,0.788240538412789,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Dnefkqq8eFvwxGpXu9AO_responses.xlsx,Sheet1,Conf
y4wnaymqkaxJU4kudXrM,28,High Start,Even,1,unknown,0,male,turker,56,20/07/2020,0.181296076623045,0,0.8,6.71113223333079,0.402455694499165,7.15535857889604,0.99999886187407,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\y4wnaymqkaxJU4kudXrM_responses.xlsx,Sheet1,Conf
Tjm6534r6HakJnC5sk0E,35,Low Start,Even,1,unknown,0,male,turker,66,05/07/2020,1.0035953462545E-05,0,0.9,3.80624511066798,1.55735870982259,4.2994690783153,0.99644233833965,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Tjm6534r6HakJnC5sk0E_responses.xlsx,Sheet1,Conf
W7JSi5rwb0XJ9fIArcYM,35,Low Start,Clump,1,unknown,0,male,turker,52,05/07/2020,0.082960747020991,0.03,0.1,0.016257756151353,4.04909351997203E-05,0.301757751107519,0.545685723688474,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\W7JSi5rwb0XJ9fIArcYM_responses.xlsx,Sheet1,Conf
aTLctsSSDxDNOxjny6hM,45,High Start,Clump,0,3,1,male,turker,42,05/07/2020,0.204366985745296,0,0.8,2.90360879251757,1.69761043572487,3.36818837380869,0.984064406534329,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\aTLctsSSDxDNOxjny6hM_responses.xlsx,Sheet1,Conf
0frgcAbRqChDchaRBwUo,32,High Start,Even,0,5,1,female,turker,40,05/07/2020,0.271390426555875,0,0.45,1.1608850387613,0.620135671186072,1.67748965802541,0.850007959387347,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\0frgcAbRqChDchaRBwUo_responses.xlsx,Sheet1,Conf
wBOwfk52FUpqIst0CXCM,29,High Start,Even,1,unknown,0,male,turker,43,05/07/2020,2.81936225471354E-06,0,0.3,0.316107240642462,3.58131804581609E-05,0.506384307534672,0.588436074447513,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\wBOwfk52FUpqIst0CXCM_responses.xlsx,Sheet1,Conf
VR32QsoMOsnV9VwbMWc1,35,High Start,Clump,1,unknown,0,female,turker,41,08/07/2020,0.098295471949592,0,0.8,1.60626534421071,0.410020306767905,1.92457139789208,0.884563579593539,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\VR32QsoMOsnV9VwbMWc1_responses.xlsx,Sheet1,Conf
pN7ly3qFENDySgHJ5Kgf,27,High Start,Clump,1,unknown,0,male,turker,51,08/07/2020,0.000396730363369,0,0.7,2.11092332285272,3.67449986210653E-05,2.35176638704635,0.932261941517194,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\pN7ly3qFENDySgHJ5Kgf_responses.xlsx,Sheet1,Conf
Q26IBqm0m98iXbpnNWpW,28,Low Start,Even,1,unknown,0,male,turker,53,08/07/2020,0.626793882708513,0,0.7,2.01967866419711,1.40404339989203,3.15051899512929,0.971401881370318,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Q26IBqm0m98iXbpnNWpW_responses.xlsx,Sheet1,Conf
fcw3HbDUMWmThgo0nOpW,25,Low Start,Even,1,unknown,1,male,turker,51,08/07/2020,0.000985112605688,0,0.35,1.44204183017739E-07,1.44204183017739E-07,0.261979111698585,0.500492310008063,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\fcw3HbDUMWmThgo0nOpW_responses.xlsx,Sheet1,Conf
gwUVwxWFv1FLS2I4L9KN,47,High Start,Even,1,unknown,0,male,turker,47,08/07/2020,1.01137792739766E-08,0,0.02,1.33292654602429,1.07357568544066,1.59709850354403,0.827036828488202,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\gwUVwxWFv1FLS2I4L9KN_responses.xlsx,Sheet1,Conf
elo3SLTd6aahMlpv6DSJ,34,Low Start,Clump,1,unknown,0,male,turker,62,08/07/2020,1.47765874862744E-06,0,0.05,3.32421473536155E-05,1.26973704300488E-05,0.191282132858563,0.500009829599962,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\5jcUEO9WFjMe4oUaPfCM_responses.xlsx,Sheet1,Conf
Y8xH7aHbW62k5VhEq5Wd,38,Low Start,Clump,1,unknown,0,male,turker,38,08/07/2020,6.04786387822396E-06,0,0.4,0.23744711696773,3.52052542105896E-05,0.525464245535766,0.566671541100898,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Y8xH7aHbW62k5VhEq5Wd_responses.xlsx,Sheet1,Conf
Va3DKSw262QBcXk3Q8gT,29,Low Start,Even,1,unknown,0,male,turker,36,08/07/2020,0.426912364138223,0.3,0.45,2.09559500217452E-06,1.43748612799045E-06,0.438345541544106,0.713456111828206,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Va3DKSw262QBcXk3Q8gT_responses.xlsx,Sheet1,Conf
FEEvbEK7stuiBAnf3Sad,54,Low Start,Even,1,unknown,0,female,turker,50,08/07/2020,0.723429077439191,0,0.8,1.59715996216578,4.97380324173365E-05,3.20456036547248,0.964219055527713,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\FEEvbEK7stuiBAnf3Sad_responses.xlsx,Sheet1,Conf
vov0WP14j8bV65Um08Fk,29,High Start,Even,1,unknown,0,male,turker,50,13/07/2020,1.36999786515268E-15,0,0.1,1.28906249999974E-05,4.92378061376991E-06,0.109465338737912,0.500003349726528,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\vov0WP14j8bV65Um08Fk_responses.xlsx,Sheet1,Conf
tKvKGP4COH0bJ6xEG2XF,32,Low Start,Clump,1,unknown,0,female,turker,53,13/07/2020,0.093283817994338,0,0.4,0.558854871585525,0.015600943589974,0.866566562914142,0.68595068000092,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tKvKGP4COH0bJ6xEG2XF_responses.xlsx,Sheet1,Conf
FaSlI9fBd6i3BMXHY4Yj,25,Low Start,Clump,1,unknown,1,male,turker,55,13/07/2020,0.033414978545797,0,0.3,0.478848205467735,6.41546872987155E-05,0.727250361521681,0.644821527153808,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\FaSlI9fBd6i3BMXHY4Yj_responses.xlsx,Sheet1,Conf
q298DODQ9x3QbaBf6lNG,33,Low Start,Even,1,unknown,0,female,turker,58,13/07/2020,0.321666677678737,0.3,0.35,1.3739107595643E-05,9.42442435642925E-06,0.351720086382302,0.660835589025333,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\q298DODQ9x3QbaBf6lNG_responses.xlsx,Sheet1,Conf
cey7wlOYPHuh3eEbUA1L,65,High Start,Clump,1,unknown,0,female,turker,39,13/07/2020,1.83246904521088E-15,0,0.2,8.86230468749741E-06,3.3850991719665E-06,0.181878535870349,0.500002213358372,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\cey7wlOYPHuh3eEbUA1L_responses.xlsx,Sheet1,Conf
HnBEWYoFfT65KVT6eDLJ,40,High Start,Clump,1,unknown,0,male,turker,45,13/07/2020,0.269618153251249,0,0.7,1.00571689138818,5.41801501233691E-05,1.45707721472834,0.825806646492401,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\HnBEWYoFfT65KVT6eDLJ_responses.xlsx,Sheet1,Conf
HkNSMmUGVIv5Qcb1Gqdh,30,High Start,Even,1,unknown,0,male,turker,55,13/07/2020,0.049874414196359,0,0.15,2.93076009257919E-07,3.07729809720815E-07,0.238478944090944,0.524936984701886,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\HkNSMmUGVIv5Qcb1Gqdh_responses.xlsx,Sheet1,Conf
jpM9AjnXgLDiX6b60T2w,28,Low Start,Even,0,10,1,male,turker,57,20/07/2020,0.000121363294311,0,0.05,5.78420246296185E-06,2.20936874304057E-06,0.164241566968058,0.500062026456123,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\jpM9AjnXgLDiX6b60T2w_responses.xlsx,Sheet1,Conf
ISy44fPvT2NCYbwC0kpd,35,Low Start,Even,1,unknown,0,male,turker,51,20/07/2020,0.121729766845405,0,0.35,0.221026137820291,1.70598619336595E-05,0.5520705836419,0.615402899085131,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\ISy44fPvT2NCYbwC0kpd_responses.xlsx,Sheet1,Conf
UXdFhdXS7c6n1mbPo55H,30,Low Start,Even,1,unknown,0,female,turker,41,20/07/2020,0.394299092559624,0,0.5,1.51775334103436,1.14951501543812,2.04049697369926,0.914239955039643,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\UXdFhdXS7c6n1mbPo55H_responses.xlsx,Sheet1,Conf
4o9gKp3jnoFy8J2pmGVh,36,Low Start,Even,1,unknown,1,male,turker,49,20/07/2020,2.0781257382966E-06,0,0.9,2.50527531565758,3.5352491561353E-05,2.76409219826466,0.961760756121174,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\4o9gKp3jnoFy8J2pmGVh_responses.xlsx,Sheet1,Conf
lVRFOBOKmNW4aTgx2BNV,38,Low Start,Even,1,unknown,0,male,turker,47,20/07/2020,0.922808804366817,0.9,0.9,2.73010706466643E-06,2.6351241466309E-06,0.507788296571946,0.961403910459708,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\lVRFOBOKmNW4aTgx2BNV_responses.xlsx,Sheet1,Conf
